51303765135,dgf,218,233
51303768778,aec,85,19
51303813670,cdf,17,185
51303850838,ade,61,157
51303867699,eea,106,127
51303928247,aef,82,124
51303930056,afg,231,178
51303933461,cbb,17,260
51303955020,cgb,258,157
51303960301,edb,46,125
51304011202,acd,271,259
51304068462,aab,278,285
51304105988,acb,155,211
51304133158,aca,85,181
51304149969,bcf,208,37
51304154873,gde,156,216
51304172201,ege,153,118
51304195239,ffc,74,167
51304221023,fgg,262,253
51304230514,gcb,239,82
51304249319,cgg,164,17
51304255382,feb,213,214
51304266352,fbf,164,118
51304270599,geg,124,7
51304276203,ecc,255,124
51304294271,aea,215,84
51304297653,ede,275,217
51304344506,age,289,231
51304421043,ffa,79,92
51304439162,dgc,23,174
51304444695,gac,35,317
51304446095,dcg,166,268
51304463310,gge,279,204
51304523165,fda,249,314
51304553282,bcg,231,20
51304560008,ebd,38,72
51304577048,cce,69,15
51304579415,cff,8,96
51304583990,fgc,60,15
51304598189,fga,117,174
51304610407,bbe,201,11
51304615160,efg,35,294
51304628466,baf,226,239
51304645966,acf,127,223
51304701256,dec,106,170
51304707852,cfc,283,285
51304716033,dbc,284,160
51304728749,acf,129,254
51304834563,ebf,166,26
51304849058,feb,216,171
51304863470,cac,282,174
51304918071,cdb,72,200
51304927770,fca,205,239
51304930438,bad,275,272
51304931624,cgb,282,147
51304942891,afd,101,295
51304952253,bdc,61,157
51304952738,fab,261,269
51304967354,dfc,254,125
51304974383,fde,105,225
51304975742,dfa,32,39
51305020143,ebg,198,178
51305030741,efa,45,198
51305042288,eaa,195,205
51305048332,eab,150,95
51305068294,dda,66,125
51305085776,ceb,275,135
51305111275,ffb,31,110
51305127181,dad,115,257
51305139843,abf,115,11
51305232300,bbb,200,222
51305279293,ada,266,10
51305280787,fgf,117,126
51305293989,fab,39,223
51305302717,fbe,33,54
51305342949,cbe,134,192
51305367097,ceg,28,298
51305370263,cef,161,102
51305373018,cdd,107,104
51305389735,ede,9,190
51305396094,cca,172,98
51305411633,adg,258,282
51305420119,dcf,52,229
51305420762,aga,109,43
51305486032,abc,166,26
51305486691,afb,168,220
51305518630,gbb,298,239
51305526516,dbe,170,26
51305534435,eff,281,61
51305550154,ccd,54,151
51305550568,bca,278,53
51305597185,ddg,274,88
51305599188,fag,229,205
51305608996,gdc,181,81
51305623662,geb,15,286
51305634434,gfe,70,139
51305651652,fcf,69,158
51305682630,ddc,83,149
51305694181,dac,72,28
51305737751,bff,122,250
51305749931,fea,295,61
51305774285,bcd,108,284
51305775391,cfe,24,305
51305783275,abe,236,155
51305785682,fbg,81,80
51305797518,egf,242,210
51305825227,gdg,258,148
51305853187,eca,241,301
51305867633,gag,56,313
51305901926,bfa,26,91
51305950167,daa,4,97
51305976426,ggg,94,158
51305985103,dfd,182,266
51305994601,cag,204,274
51306023306,afd,31,348
51306055570,bae,50,147
51306058850,fbd,166,245
51306081915,abc,154,29
51306104059,dbe,258,29
51306144821,egc,204,11
51306170322,dfa,30,46
51306196944,gaa,188,47
51306215681,aff,215,169
51306249499,gea,155,113
51306250673,ffd,198,35
51306272706,fcc,102,288
51306282984,fdb,291,85
51306316435,fff,242,74
51306342906,gbf,64,12
51306374429,bdb,139,47
51306397974,dfe,66,271
51306407962,bgc,202,167
51306436613,aaa,162,151
51306440541,bcb,191,206
51306469069,adb,118,101
51306503586,dag,75,86
51306518814,aff,206,163
51306522103,gag,255,341
51306526409,ddc,28,129
51306558837,ced,37,151
51306559252,deg,243,207
51306565874,agd,65,96
51306595010,abe,281,130
51306602683,cad,7,52
51306606963,ffd,122,31
51306618356,bgb,114,159
51306624812,afa,1,94
51306661593,gge,258,201
51306675508,abb,197,160
51306685916,cga,252,265
51306717080,abd,3,176
51306734648,bae,122,163
51306748377,caa,56,197
51306755634,gee,102,78
51306782085,egg,176,39
51306794490,ged,245,176
51306804503,cge,116,242
51306805696,cfg,30,185
51306808242,bfd,22,125
51306809098,cgg,72,16
51306819354,ecb,255,198
51306850201,bfg,70,138
51306892225,dgd,199,107
51306893383,cca,104,92
51306895590,aaf,144,148
51306896934,aad,196,143
51306953520,bee,190,147
51306961197,faa,80,275
51306973007,bbf,286,169
51306979582,ggd,143,50
51306991869,edb,280,108
51306993944,ead,156,44
51306997310,dda,186,108
51307002057,cbe,274,188
51307016146,ddd,223,202
51307020996,fcb,73,185
51307042996,cdf,58,179
51307089530,acc,38,272
51307091574,bea,93,120
51307094567,bgd,143,73
51307106035,cdg,15,60
51307115062,ggf,172,94
51307136581,cdf,297,191
51307143951,cca,288,91
51307151350,eef,144,209
51307157265,gfc,128,269
51307158314,fgd,251,151
51307169944,gfb,293,124
51307179013,agf,245,167
51307187060,gbb,52,198
51307228553,fba,205,46
51307238012,gda,155,147
51307247160,aac,25,157
51307259489,caf,61,99
51307273487,dba,223,68
51307275271,gca,33,318
51307322157,dgc,80,142
51307326082,gef,10,160
51307353548,ffg,262,106
51307359218,bfb,101,219
51307372553,gdf,229,178
51307382327,fda,35,329
51307427562,bbe,47,11
51307430959,geb,202,286
51307433345,gec,105,181
51307433682,gcg,127,136
51307435128,cec,221,121
51307440720,def,180,13
51307451827,gab,38,160
51307453261,dea,19,66
51307462077,cad,5,60
51307469712,dgb,97,242
51307469933,gge,224,207
51307495287,gbc,237,156
51307501279,gbe,129,187
51307555368,bga,108,11
51307569931,cae,81,251
51307573860,fee,267,92
51307582158,acf,59,279
51307610194,bgc,248,135
51307624592,agg,199,131
51307630567,fdf,24,93
51307641732,ccg,185,132
51307680676,egf,89,239
51307690902,dde,180,156
51307692629,fdg,84,208
51307701130,fgb,135,223
51307725352,eba,162,273
51307746925,fdc,32,277
51307751532,ggf,266,86
51307754749,bae,168,158
51307765773,gad,125,8
51307782155,ggf,179,71
51307809139,bbc,298,138
51307817139,ebe,222,129
51307830488,eda,272,76
51307836422,ffa,252,92
51307869708,add,252,264
51307875939,gef,195,129
51307884654,eef,140,190
51307886316,bbe,220,11
51307889705,agb,223,149
51307903003,cde,17,271
51307921778,dge,37,204
51307947654,fge,59,221
51307965506,cde,273,219
51307966099,gce,206,173
51307974730,gbb,67,227
51307976092,ecg,34,287
51307995812,bcc,238,154
51308005635,deb,62,80
51308014608,cda,165,45
51308026358,afa,197,78
51308038736,fae,264,46
51308039103,gfd,287,52
51308042974,cfa,36,9
51308056909,gcd,287,223
51308075488,bef,205,199
51308096132,cba,54,105
51308114134,aee,174,266
51308119360,efg,141,279
51308134424,bec,125,73
51308147733,bgf,43,180
51308150685,ddb,86,134
51308152024,bbf,54,167
51308164317,bag,209,24
51308168828,dfe,229,238
51308178629,dcd,230,233
51308181147,faf,99,136
51308198362,fce,231,139
51308211684,cfb,41,201
51308224571,ccc,77,167
51308225531,bfe,44,201
51308228812,beg,297,94
51308239902,ccb,233,64
51308255239,fcd,12,31
51308266388,cdc,69,140
51308274345,efe,75,99
51308277670,aff,197,158
51308280089,dbf,135,96
51308280833,ebg,210,204
51308288405,fgf,74,117
51308325685,bac,258,70
51308335310,gge,90,244
51308337948,gda,126,149
51308349857,cac,32,149
51308364521,eed,217,34
51308365836,edg,59,208
51308448976,ace,164,70
51308480303,gcc,241,181
51308518131,fbd,174,215
51308518956,dgg,45,292
51308520489,efc,87,236
51308521821,dcb,150,100
51308525145,cga,177,296
51308525408,ddb,2,109
51308536015,bbb,3,177
51308551249,gdc,88,66
51308576993,gde,250,200
51308581589,ddf,172,37
51308592940,gfb,99,135
51308597795,fcg,153,182
51308611485,fad,101,137
51308628085,ebf,176,23
51308639697,ega,207,11
51308643545,gbd,234,81
51308660904,bda,179,161
51308671940,caa,280,216
51308689265,gga,106,208
51308735593,gfg,34,179
51308743772,gaf,175,77
51308797482,ggb,141,223
51308810996,dbd,13,98
51308813671,egb,135,136
51308817669,agc,63,207
51308845347,ffg,246,125
51308847241,ceg,14,292
51308852374,cea,28,105
51308878753,baa,293,157
51308907147,fdd,127,294
51308956872,def,84,13
51308961680,gdb,112,72
51308962015,cbd,108,178
51308967911,cgc,71,170
51308975244,agg,197,154
51308988531,gdc,272,69
51308995000,dca,168,196
51308999465,cbg,6,144
51309022521,ggd,40,40
51309043176,aae,261,271
51309044599,dge,287,197
51309085816,ccf,3,162
51309101795,gda,201,134
51309116690,efb,150,230
51309122167,fdc,104,299
51309130141,gcf,23,215
51309135428,aga,259,47
51309145033,bba,202,252
51309155793,dfe,29,211
51309184748,fac,167,226
51309193668,beb,233,150
51309213250,baf,226,203
51309227627,aad,104,132
51309231146,dab,151,24
51309231376,bfa,69,105
51309254028,dga,41,129
51309272218,cab,245,262
51309282834,dee,48,45
51309284307,afe,254,33
51309288822,feg,137,204
51309290536,ffe,213,46
51309306915,agd,269,80
51309308949,eea,239,137
51309320047,cgf,290,111
51309320622,abb,38,176
51309333624,fgg,251,290
51309338461,fca,118,191
51309349567,dgg,54,283
51309380191,eac,7,53
51309402015,bad,269,247
51309420561,agc,197,171
51309423927,gdg,189,170
51309430243,bde,230,136
51309430667,ebb,69,255
51309434284,cgd,25,245
51309469854,gbg,94,86
51309473163,gfa,241,133
51309491442,afc,38,118
51309493250,gaa,190,43
51309496335,aag,186,36
51309515643,eeg,275,145
51309524280,edc,254,148
51309530323,fcg,70,152
51309534664,adc,126,46
51309536649,bfc,86,47
51309560310,ggc,7,89
51309560373,bbg,140,19
51309571861,edd,143,244
51309572662,bge,28,185
51309588225,aec,169,15
51309598130,aed,170,27
51309621059,bbd,84,96
51309640191,dbb,18,268
51309654542,aba,78,19
51309654658,adf,229,215
51309654963,cbc,213,229
51309665753,dfb,40,199
51309665963,bbc,65,135
51309675035,bbg,224,21
51309684372,bce,188,77
51309700037,eec,295,114
51309702589,eaf,206,277
51309717072,bed,50,139
51309724643,bgg,139,32
51309729741,dff,162,9
51309753371,gce,133,190
51309754155,fbb,4,202
51309765139,aeg,219,189
51309773367,eag,251,20
51309785719,gae,205,297
51309787577,fef,102,26
51309792673,ecf,34,30
51309793223,eca,296,358
51309801421,ded,7,138
51309803371,dbg,144,161
51309814859,gga,123,237
51309826522,bag,133,27
51309844389,eee,224,84
51309857691,gef,124,107
51309863794,bga,207,13
51309915495,cbg,147,142
51309919718,dae,41,110
51309923767,ceb,108,147
51309938621,edc,119,170
51309953908,eaa,245,239
51310037887,gbc,286,131
51310042153,dgc,22,147
51310071549,daf,242,195
51310098017,gfd,73,48
51310110068,gag,150,283
51310146462,gcc,148,146
51310203386,bdg,241,235
51310224029,egd,17,48
51310244239,fgf,236,97
51310258570,acf,29,248
51310261712,gbf,53,9
51310267384,bbf,170,133
51310272026,geb,192,337
51310289102,dgc,52,163
51310328073,aec,112,17
51310363063,fea,159,50
51310384967,bbg,104,24
51310398758,afg,261,194
51310417593,bdf,40,224
51310420352,gba,113,134
51310426713,abg,58,266
51310427521,cgb,1,124
51310428293,gcb,192,95
51310460833,ffc,136,140
51310465801,ebd,61,58
51310487225,bfa,182,107
51310526872,afg,99,159
51310530055,dac,162,27
51310537697,ebc,65,237
51310581791,cfd,46,140
51310586743,feb,191,138
51310594922,bag,198,32
51310596593,cac,242,143
51310598835,aef,16,119
51310611367,fae,70,40
51310692025,cff,207,102
51310716347,afg,36,165
51310723792,gad,51,8
51310738494,fdb,282,86
51310740296,cec,206,110
51310744838,abc,65,26
51310759307,cba,16,103
51310775146,fcc,266,308
51310783566,cbf,62,27
51310808521,gda,51,147
51310810458,dce,181,244
51310822581,acg,129,58
51310839475,faf,260,161
51310847185,ccg,151,145
51310859821,eab,288,82
51310868542,gac,22,288
51310891600,fcb,224,196
51310891745,cfc,264,319
51310893560,bcg,273,22
51310949365,acd,238,303
51310961139,fbf,164,103
51310975329,dcc,239,185
51310983666,eba,138,275
51310995004,bgd,268,80
51310998259,caa,117,257
51311009982,bef,14,177
51311010006,aeb,267,159
51311040422,cee,153,117
51311113992,dbc,144,142
51311121372,ced,66,140
51311124780,ged,164,146
51311146636,bcf,282,42
51311187773,bac,254,63
51311189051,adc,21,44
51311197308,ebd,36,61
51311202459,def,225,15
51311206754,cbc,26,235
51311266531,cac,97,167
51311273130,ggb,289,249
51311298899,afb,247,231
51311316624,aac,186,155
51311318355,eae,108,183
51311336734,dgg,84,288
51311338699,eda,50,68
51311387976,gdd,254,274
51311467314,edf,275,194
51311489823,fdc,234,275
51311490309,fgd,251,126
51311493681,aca,36,208
51311496837,cac,288,187
51311512363,cbe,176,221
51311514043,agb,162,137
51311544974,dbe,20,27
51311587121,ede,77,163
51311596659,bbb,79,187
51311614354,agb,34,124
51311635885,efa,76,209
51311660997,ecd,242,277
51311675378,efd,144,244
51311677991,ccd,48,158
51311678946,fgc,248,15
51311705533,dfg,18,36
51311718851,eae,143,161
51311730463,gad,93,8
51311747460,gff,287,117
51311765079,acb,85,251
51311765432,dfe,148,189
51311768064,acb,22,230
51311769305,fee,158,95
51311805343,gge,35,222
51311809511,ecc,258,143
51311821503,gbe,196,216
51311844312,agf,96,145
51311874801,adb,27,81
51311886035,eeb,181,143
51311893982,bfd,107,115
51311924131,dcf,186,196
51311968809,dgd,30,107
51311975788,geg,126,7
51311981759,ebc,219,279
51311984942,afb,290,205
51311986452,gbe,170,257
51312001436,aab,39,245
51312031626,fcg,28,177
51312049688,bda,208,161
51312114288,cfd,53,152
51312114949,gfb,69,141
51312123834,bab,72,136
51312131652,cbd,292,147
51312137736,dgf,80,239
51312142800,ege,17,125
51312155431,dcb,143,103
51312164933,cfe,64,289
51312177028,cca,44,104
51312181731,ege,59,103
51312207479,ece,41,235
51312212950,bfa,213,109
51312238424,ggc,159,87
51312282018,adc,18,50
51312325317,gbb,123,251
51312348599,abe,67,136
51312381473,aae,164,254
51312382364,cef,78,112
51312402992,daa,182,95
51312403541,fgb,245,240
51312419600,cfg,69,159
51312423528,ecg,229,284
51312437981,ffd,21,31
51312441299,aea,261,97
51312468551,gcc,188,119
51312500763,fgd,100,104
51312517271,fca,173,204
51312548491,fbc,108,72
51312552722,fae,43,41
51312561462,abd,104,163
51312565788,bdd,56,227
51312597845,cad,199,70
51312616890,aeg,102,168
51312625134,efg,93,323
51312633588,cag,179,268
51312684769,fca,57,204
51312709954,edf,42,215
51312717087,bee,198,142
51312720431,bgb,288,173
51312729892,ebc,30,304
51312736796,fgg,164,342
51312776378,gcg,278,145
51312794922,fff,210,88
51312798842,cfe,48,300
51312800505,cff,119,104
51312829073,ede,188,190
51312830917,edb,269,111
51312832500,fef,190,26
51312833187,efc,275,207
51312836864,bfa,9,118
51312837689,edc,51,146
51312858415,bcd,223,230
51312863268,bff,30,207
51312872183,gga,132,213
51312876240,bgd,200,79
51312932940,ffa,49,98
51312941650,cga,238,257
51312942688,bfc,47,47
51312952136,fec,172,248
51312954271,ebg,281,193
51312975880,cdf,299,185
51312985050,ece,191,244
51312989834,abb,149,140
51313002411,ade,255,166
51313006041,fgb,141,232
51313006462,eff,71,63
51313019344,dbf,83,106
51313021964,efa,297,215
51313028423,fcd,63,33
51313028785,cdd,210,98
51313039685,fed,204,217
51313056478,bfb,33,245
51313071800,gag,81,331
51313073348,cgd,4,198
51313097395,bgc,209,140
51313118374,gfe,262,165
51313120603,cea,297,84
51313125159,gaa,52,43
51313135610,baf,30,241
51313139198,ece,101,202
51313142359,ecb,246,158
51313150274,age,158,244
51313162968,cbb,226,286
51313198572,egg,155,34
51313247655,eaa,111,270
51313258393,dcg,121,227
51313293256,ada,94,10
51313323478,cfg,294,131
51313363600,aef,210,107
51313379203,fga,154,165
51313423271,cda,185,53
51313424407,ebe,147,149
51313457302,dea,179,75
51313462873,beb,218,166
51313512426,gbg,262,94
51313524283,adg,284,304
51313534135,fgc,183,14
51313540050,fad,251,138
51313543162,bfg,171,131
51313593518,bgg,174,34
51313601827,ggg,297,131
51313611816,bge,253,149
51313614006,bed,180,136
51313617507,bcb,108,203
51313619188,eee,39,77
51313620717,gec,125,168
51313620955,fea,47,48
51313626965,fag,223,219
51313650088,fgd,208,95
51313659334,cge,216,268
51313750460,bae,105,151
51313766402,daf,236,163
51313773173,edc,57,169
51313777507,efc,81,207
51313779322,fab,90,196
51313789514,bbb,100,149
51313802324,cfe,61,270
51313807477,fde,19,267
51313816969,dec,175,175
51313863705,fce,155,134
51313910236,gdb,146,83
51313955359,fdg,175,172
51313962769,fge,79,262
51313978118,egf,213,279
51313981624,acc,129,247
51313984593,fbe,225,52
51313996762,gae,9,329
51313996961,bcg,11,22
51314016151,bga,223,12
51314024793,eag,140,19
51314029053,aae,142,284
51314060442,bfg,68,145
51314081547,bcg,8,21
51314106934,afb,279,219
51314118522,bcf,70,36
51314124184,ace,53,82
51314128094,ged,188,116
51314138785,acg,115,59
51314143339,aab,257,247
51314152491,fee,102,106
51314170196,cab,36,298
51314182721,egg,221,39
51314197373,fbc,210,60
51314197908,dgb,30,273
51314201472,bfg,41,166
51314217210,dbe,194,26
51314226792,cgc,85,170
51314234555,cge,188,265
51314237529,ddb,250,98
51314260065,cce,294,17
51314277376,ddc,193,125
51314282358,ggf,142,59
51314301157,afd,161,292
51314303793,gbd,179,73
51314303905,eag,184,16
51314318470,adc,53,45
51314350905,gde,178,224
51314360271,cdc,167,116
51314371339,bcg,207,18
51314372147,ccd,209,159
51314402636,dbd,22,78
51314411379,fcf,229,165
51314413470,bdc,206,167
51314414629,gea,12,94
51314450847,eef,221,212
51314453386,cfa,199,8
51314490409,gbg,16,108
51314508578,bcg,235,14
51314521726,cce,159,14
51314538366,cgg,105,18
51314539025,cdb,276,186
51314550484,fgg,22,345
51314559351,cad,66,79
51314567106,ced,298,158
51314567912,dfc,290,111
51314570850,fbg,7,88
51314583269,gfg,184,198
51314594101,ffb,100,99
51314598490,ddd,89,236
51314600366,bgf,294,171
51314605433,bec,103,64
51314606008,dag,11,83
51314607945,dca,134,168
51314623158,fda,212,329
51314636940,ded,39,151
51314637186,gfc,271,228
51314645171,cbf,190,26
51314665760,aea,195,90
51314695835,abf,31,10
51314698035,ddf,37,37
51314733119,bac,196,50
51314737300,ffd,210,26
51314745639,caf,66,105
51314772122,bdg,107,235
51314832814,dcd,133,260
51314832982,gac,223,336
51314876783,dbg,245,177
51314877029,bea,54,104
51314877842,cbd,174,169
51314885414,dad,25,269
51314889473,ede,219,199
51314896079,gee,237,70
51314936097,afb,8,194
51314947994,eed,69,39
51314972611,feb,79,121
51314989129,gda,108,123
51315047826,dde,53,151
51315051450,beg,6,95
51315069513,egc,90,9
51315109574,ffg,255,120
51315114652,bab,218,136
51315128198,gdf,164,183
51315141741,gfd,66,44
51315149785,ddg,262,94
51315166073,gab,48,179
51315172209,acf,251,245
51315183557,gee,38,61
51315187156,cda,106,51
51315212735,bce,251,69
51315237043,agd,236,69
51315245729,fga,41,179
51315257379,gbc,145,119
51315266393,bfa,248,103
51315278009,dfd,143,300
51315300115,gdf,96,186
51315351309,deb,93,66
51315363803,cdd,76,96
51315393971,deb,155,75
51315402153,cga,125,205
51315424311,dee,270,51
51315453847,bca,47,42
51315483022,aaa,241,161
51315493575,adf,241,184
51315525355,bgb,292,140
51315544607,gee,93,62
51315548673,bee,272,160
51315551844,eae,256,183
51315554683,efe,73,83
51315563888,bcc,138,166
51315567671,egg,193,43
51315571752,aaf,252,142
51315576615,cff,277,96
51315582102,bff,21,182
51315613205,bbd,229,111
51315630440,cbg,202,136
51315635457,gac,219,379
51315635585,gdd,148,232
51315646446,eee,64,65
51315650494,bdb,221,40
51315659006,caa,30,290
51315669581,faa,13,310
51315712975,gde,38,266
51315729734,dba,238,76
51315738335,fdc,60,299
51315776686,dbb,43,308
51315791838,bbg,26,24
51315806047,gbe,36,298
51315874816,gcd,238,202
51315883415,aee,247,260
51315899091,cfb,242,180
51315922326,fda,85,276
51315924539,fed,190,206
51315958393,bef,59,187
51315972788,baf,132,209
51315993284,geb,197,293
51315999440,cgd,90,211
51316000221,dfa,143,48
51316015928,gdf,295,180
51316026011,cad,209,72
51316038854,bdc,270,151
51316053492,dgf,78,234
51316065979,deg,77,242
51316095594,fff,61,95
51316101871,dfb,27,202
51316121598,agd,127,58
51316123850,dbe,291,23
51316130189,eea,98,132
51316132179,ccb,65,76
51316160561,bac,77,59
51316180753,ggd,148,41
51316183417,dca,130,186
51316189880,afd,207,265
51316190796,ega,85,12
51316208714,acb,204,200
51316214697,dcd,278,262
51316259193,egd,239,55
51316273434,aga,279,46
51316286486,agb,202,114
51316295844,gdc,275,64
51316326899,dga,53,138
51316385037,dfc,151,105
51316393724,gge,193,257
51316445362,eba,190,316
51316447093,dda,253,93
51316449563,eab,178,76
51316498363,cae,82,243
51316510303,efg,273,332
51316516825,bbg,92,20
51316577813,fae,192,45
51316605817,cfa,248,8
51316613011,eea,149,118
51316613819,dgb,244,322
51316638110,gad,94,7
51316650130,eff,110,51
51316661001,cgf,227,125
51316663770,edd,170,234
51316664927,add,271,277
51316671497,cbf,11,22
51316677846,bdc,52,152
51316678503,dbg,260,155
51316682412,ead,77,42
51316687855,aed,73,27
51316688352,ggb,84,273
51316698431,gaf,212,77
51316708011,dab,170,28
51316725171,fbd,7,176
51316732587,cdf,150,188
51316733054,fba,126,40
51316733351,eda,202,58
51316755297,cdg,144,61
51316766523,edf,273,215
51316816286,ggd,74,44
51316891496,gef,117,118
51316892405,bab,71,160
51316893866,eec,13,119
51316913497,gca,296,318
51316944467,bbe,203,12
51316950423,deb,21,76
51316954010,gcc,165,97
51316956384,dgd,197,115
51316958528,aff,35,169
51316979514,fae,29,39
51316981397,aea,54,81
51316995013,gfa,196,118
51317006902,bag,64,32
51317030947,cba,52,106
51317069221,cfd,35,164
51317071332,dfe,60,217
51317086720,bec,17,51
51317095856,bac,46,66
51317103305,eag,149,13
51317104202,cbg,109,119
51317124611,dba,260,81
51317134281,fdd,78,246
51317139201,efa,65,180
51317140507,bbb,147,174
51317169142,gae,245,375
51317169351,dge,267,189
51317192199,gcc,270,87
51317194375,bag,279,36
51317199320,eag,155,12
51317210825,aaf,132,132
51317227644,gea,283,93
51317240899,aad,81,142
51317242497,bfe,29,225
51317255607,afg,91,193
51317268423,baa,189,141
51317270163,ggf,143,62
51317280370,add,128,238
51317281145,bdf,109,255
51317281823,bba,284,211
51317307611,gfe,42,169
51317314123,gdd,245,218
51317323518,fdg,136,196
51317348162,gcf,2,210
51317349981,fbb,138,171
51317356173,dcb,187,116
51317360953,gce,81,169
51317374355,agc,214,165
51317376147,eff,106,45
51317379559,aad,155,168
51317387886,bad,109,276
51317388025,fdf,1,90
51317409003,cbg,96,117
51317452592,ccc,84,143
51317458859,bge,145,140
51317467018,afg,286,154
51317467051,aba,245,17
51317470179,bdc,99,173
51317481454,gff,234,133
51317484996,cfg,147,113
51317494812,gda,219,119
51317508946,fec,246,285
51317522274,afa,178,70
51317536839,ebf,61,27
51317542417,ecf,205,24
51317601098,bdd,2,190
51317610402,acd,152,278
51317635332,bde,115,156
51317642905,eac,265,53
51317654376,cde,189,199
51317677739,fdb,196,102
51317678624,caf,273,94
51317694651,cea,250,99
51317711715,aac,15,168
51317713110,dcf,103,170
51317726564,cgc,296,170
51317732513,gbb,14,291
51317777820,fee,218,100
51317777868,abc,298,27
51317806492,ffe,192,50
51317809160,bab,43,145
51317818285,cbf,186,25
51317853610,eec,167,95
51317866816,gbf,142,9
51317876230,cgb,167,142
51317878999,efb,96,234
51317884912,fed,125,164
51317912338,gdb,127,85
51317920599,fcb,195,174
51317931668,gcb,263,103
51317934183,ebb,71,257
51317938862,fag,25,216
51317956634,edg,108,230
51317970710,eaf,264,240
51317971180,fgc,211,14
51318000431,gec,91,146
51318020297,feg,143,242
51318047214,agd,163,63
51318056463,dcc,72,197
51318078664,dac,284,27
51318092599,aea,67,67
51318094519,ece,27,238
51318118504,bdc,245,166
51318122273,cee,260,139
51318125305,aab,33,232
51318147009,aca,62,208
51318197601,ceb,178,122
